Date,classification,Sentiment_Score,total_volume_usd,net_pnl,trade_count,pnl_volatility
2025-01-15,Greed,1.0,1801599.8900000001,14819.5883,267,189.6085235008543
2025-01-16,Extreme Greed,2.0,3049692.96,20807.709328,371,566.3419882789403
2025-01-17,Extreme Greed,2.0,1110230.46,7006.415608,238,198.25145103146025
2025-01-18,Extreme Greed,2.0,2711629.88,443.2330819999997,651,330.24136524302247
2025-01-19,Extreme Greed,2.0,9715215.3,87923.799302,1567,604.713913705048
2025-01-20,Extreme Greed,2.0,8287327.01,87277.239173,1315,569.11572956866
2025-01-21,Extreme Greed,2.0,1523729.82,11077.839421,530,111.25104651632293
2025-01-22,Extreme Greed,2.0,1778406.43,20524.408057,832,156.5100803482523
2025-01-23,Extreme Greed,2.0,3697028.66,101256.24216,1218,341.1383231952165
2025-01-24,Extreme Greed,2.0,1611433.45,10602.779738,874,80.89983729393776
2025-01-25,Extreme Greed,2.0,1239377.7,-10348.016255999999,506,490.2783467561706
2025-01-26,Greed,1.0,1201173.66,40823.466668,451,461.7192943559634
2025-01-27,Greed,1.0,1508028.31,41331.765392,773,353.4714697323709
2025-01-28,Greed,1.0,579412.17,17979.613973,498,81.72678441252614
2025-01-29,Greed,1.0,1897513.41,23421.01147,910,91.52029500857424
2025-01-30,Greed,1.0,3014397.17,23097.471385,1067,113.20284838153209
2025-01-31,Extreme Greed,2.0,2783411.48,35868.296773,1016,134.44285309446968
2025-02-01,Greed,1.0,1363746.44,32300.205017,634,446.4149984530011
2025-02-02,Greed,1.0,5661092.29,162854.759623,1319,1386.063749537317
2025-02-03,Fear,-1.0,22592901.37,348871.326269,2380,1292.2669438694834
2025-02-04,Greed,1.0,15678409.27,416876.88812,2512,2184.1682347008123
2025-02-05,Neutral,0.0,8743231.51,56706.235562,1297,444.31734690264386
2025-02-06,Neutral,0.0,2818508.87,33803.799733,1703,609.1348918969087
2025-02-07,Fear,-1.0,3460263.54,22450.002091,1524,94.68612173896997
2025-02-08,Fear,-1.0,839734.97,586.703253,575,11.464135616658202
2025-02-09,Neutral,0.0,2920919.7,150551.829492,764,2082.4614891202827
2025-02-10,Fear,-1.0,3624958.44,63908.49465,889,921.8916254848083
2025-02-11,Neutral,0.0,2797544.17,-6093.784817,848,127.34220698976809
2025-02-12,Neutral,0.0,4143974.54,19848.635032,1031,351.50279374147897
2025-02-13,Neutral,0.0,3199852.21,27829.534238,1370,115.2749060467816
2025-02-14,Neutral,0.0,4007103.42,213860.675308,1655,532.3132229110405
2025-02-15,Neutral,0.0,1712852.95,45042.92701,932,338.46361083281846
2025-02-16,Neutral,0.0,806177.64,2369.478425,681,12.19814466020818
2025-02-17,Neutral,0.0,2031044.64,1818.573295,941,33.8310065066735
2025-02-18,Neutral,0.0,3371128.68,91204.672403,1676,402.7229620509518
2025-02-19,Fear,-1.0,3263930.24,14985.794701,1361,61.23254296974973
2025-02-20,Neutral,0.0,4628609.29,46008.794102,2012,157.96383053076914
2025-02-21,Greed,1.0,3972159.88,119693.49395,1873,366.09286225427314
2025-02-22,Neutral,0.0,3175570.2,25278.704178,686,176.9982164477057
2025-02-23,Neutral,0.0,1141310.74,10656.934251,520,123.32426355829121
2025-02-24,Neutral,0.0,11223619.59,38470.176242,5616,55.56892309267754
2025-02-25,Fear,-1.0,19414984.36,204762.177034,6246,673.7439962496502
2025-02-26,Extreme Fear,-2.0,4946958.13,63229.063129,1176,406.24323217797456
2025-02-27,Extreme Fear,-2.0,1999898.43,-36525.167517,890,517.9053830350915
2025-02-28,Extreme Fear,-2.0,4123660.77,225628.108748,1019,3851.3712028844916
2025-03-01,Extreme Fear,-2.0,263824.13,10596.108968,174,134.45844944800064
2025-03-02,Fear,-1.0,6460848.74,66914.320708,532,523.6453822891723
2025-03-03,Fear,-1.0,8244590.38,616413.032233,1482,1682.4075657180047
2025-03-04,Extreme Fear,-2.0,11124247.15,182075.566585,2402,940.9538347121356
2025-03-05,Extreme Fear,-2.0,9193654.22,269328.365917,1660,1724.8671279418056
2025-03-06,Fear,-1.0,6765324.96,16101.125561,760,163.11101162302057
2025-03-07,Fear,-1.0,19854275.48,150236.061627,2552,278.36230520474373
2025-03-08,Fear,-1.0,892083.51,24700.773359,529,218.21981324664878
2025-03-09,Fear,-1.0,10419697.99,19773.457395,1422,83.14231057374892
2025-03-10,Extreme Fear,-2.0,16811790.68,-10010.027269999999,2911,598.2310344559482
2025-03-11,Extreme Fear,-2.0,14016952.09,-76880.729036,3286,284.15739785646804
2025-03-12,Fear,-1.0,18618139.15,288105.984215,3968,541.1021890156194
2025-03-13,Neutral,0.0,3285591.22,14114.870873,962,114.25301264822082
2025-03-14,Fear,-1.0,8047187.16,68646.160089,2210,241.26619975032932
2025-03-15,Neutral,0.0,2355749.54,78694.624572,261,1437.1563922090597
2025-03-16,Fear,-1.0,10187921.51,-7910.943544999999,530,799.610022581558
2025-03-17,Fear,-1.0,3592895.05,26163.906513,920,130.36244691738273
2025-03-18,Fear,-1.0,4050655.47,72322.788824,834,1190.357985851897
2025-03-19,Fear,-1.0,4598813.57,29374.682341,1612,118.43599190620486
2025-03-20,Neutral,0.0,1652257.93,10246.859436,771,67.20472187875403
2025-03-21,Fear,-1.0,2543903.39,6951.270374,698,54.71326809694039
2025-03-22,Fear,-1.0,971809.42,12498.535254,535,90.3328712770384
2025-03-23,Fear,-1.0,2593519.67,14047.421585,447,157.7488368670644
2025-03-24,Neutral,0.0,3017587.05,107878.961301,1027,1157.024782283737
2025-03-25,Neutral,0.0,5372519.77,32030.90678,791,272.71532758680485
2025-03-26,Neutral,0.0,7597754.37,15802.167427,3102,91.09493587755279
2025-03-27,Fear,-1.0,3240279.46,58825.359221,785,315.07403347375833
2025-03-28,Fear,-1.0,1483092.61,21337.179335,728,149.5584882417023
2025-03-29,Fear,-1.0,3668151.83,12098.872931,1894,148.35227843946458
2025-03-30,Fear,-1.0,2850874.96,15795.11514,568,221.1953359721309
2025-03-31,Fear,-1.0,2164772.4699999997,6978.184557,495,323.1311708660487
2025-04-01,Fear,-1.0,704445.1900000001,-2202.6622420000003,192,297.0927135926486
2025-04-02,Fear,-1.0,3867930.6,202212.740938,1076,783.0878201791388
2025-04-03,Fear,-1.0,8670233.15,-2365.961276,1748,81.23364439225159
2025-04-04,Fear,-1.0,3835545.73,-25515.678949999998,1272,581.2639206142574
2025-04-05,Fear,-1.0,1267564.22,35907.33771,360,333.05923440903956
2025-04-06,Fear,-1.0,3551252.06,47053.449272,1048,464.3283247115555
2025-04-07,Extreme Fear,-2.0,14460253.14,34527.370305,2814,651.4553059500641
2025-04-08,Extreme Fear,-2.0,8869391.4,34899.394798,943,299.82321782812363
2025-04-09,Extreme Fear,-2.0,28556806.47,43120.444797,3967,768.8032668175019
2025-04-10,Fear,-1.0,28741953.29,158261.822261,2127,528.5261250033769
2025-04-11,Fear,-1.0,11319327.07,126406.479081,1096,1053.703425023061
2025-04-12,Fear,-1.0,55914617.49,410419.694533,2109,3804.4483148577447
2025-04-13,Neutral,0.0,14171154.79,48696.021521,1321,312.0512492817143
2025-04-14,Fear,-1.0,13079972.98,45680.443063,890,371.3131179694784
2025-04-15,Fear,-1.0,20752168.24,72357.706282,1131,509.9926590211078
2025-04-16,Fear,-1.0,36502715.9,58631.730257,1608,398.1610312928065
2025-04-17,Fear,-1.0,2604551.51,5427.919886,1031,35.53346284252171
2025-04-18,Fear,-1.0,24610650.46,4880.4047439999995,1894,859.4371749589807
2025-04-19,Fear,-1.0,32706462.71,71950.577495,2786,250.8012104737391
2025-04-20,Fear,-1.0,12126094.05,25060.341936,1982,302.1540722308167
2025-04-21,Fear,-1.0,42104054.84,34369.267906999994,1718,542.9010428308851
2025-04-22,Neutral,0.0,33753625.24,58652.763578,2998,373.4606094578802
2025-04-23,Greed,1.0,30682443.79,-419020.225731,6159,1461.7777309431785
2025-04-24,Greed,1.0,35088918.64,50704.395965,2232,155.5360185297309
2025-04-25,Greed,1.0,27749455.78,20218.859206,1653,77.93985191492679
2025-04-26,Greed,1.0,11948127.77,-4125.753942,1131,52.04454647609949
2025-04-27,Greed,1.0,487537.69,2702.067468,337,45.32483984864426
2025-04-28,Neutral,0.0,26124921.49,36906.813759,1379,381.983103446108
2025-04-29,Greed,1.0,34089511.66,125749.613427,2243,420.73601102444695
2025-04-30,Greed,1.0,12693878.85,14003.797269,1113,64.65423825477585
2025-05-01,Neutral,0.0,10720240.52,54536.829297000004,1230,972.822640253054
